"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Salinas","Salinas","-16.1185","-42.1740","Brazil","BR","BRA","Minas Gerais","minor","40178","1076633358"
"Gramado","Gramado","-29.3789","-50.8739","Brazil","BR","BRA","Rio Grande do Sul","minor","40134","1076167286"
"Socorro","Socorro","-22.5908","-46.5289","Brazil","BR","BRA","São Paulo","minor","40122","1076716761"
"Curitibanos","Curitibanos","-27.2828","-50.5839","Brazil","BR","BRA","Santa Catarina","minor","40045","1076198267"
"Armação dos Búzios","Armacao dos Buzios","-22.7469","-41.8819","Brazil","BR","BRA","Rio de Janeiro","minor","40006","1076574611"
"Pinhal","Pinhal","-22.1908","-46.7408","Brazil","BR","BRA","São Paulo","minor","39816","1076552956"
"Barreirinhas","Barreirinhas","-2.7469","-42.8258","Brazil","BR","BRA","Maranhão","minor","39669","1076060419"
"Tucumã","Tucuma","-6.7519","-51.1539","Brazil","BR","BRA","Pará","minor","39550","1076697803"
"São Gonçalo dos Campos","Sao Goncalo dos Campos","-12.4328","-38.9669","Brazil","BR","BRA","Bahia","minor","39513","1076071963"
"Nova Viçosa","Nova Vicosa","-17.8919","-39.3719","Brazil","BR","BRA","Bahia","minor","39509","1076116919"
"Itápolis","Itapolis","-21.5958","-48.8128","Brazil","BR","BRA","São Paulo","minor","39493","1076174719"
"Presidente Venceslau","Presidente Venceslau","-21.8761","-51.8439","Brazil","BR","BRA","São Paulo","minor","39407","1076627824"
"Amambaí","Amambai","-23.1039","-55.2258","Brazil","BR","BRA","Mato Grosso do Sul","minor","39325","1076013576"
"Jacarèzinho","Jacarezinho","-23.1606","-49.9694","Brazil","BR","BRA","Paraná","minor","39322","1076955757"
"Oliveira","Oliveira","-20.6958","-44.8269","Brazil","BR","BRA","Minas Gerais","minor","39262","1076723364"
"Matinhos","Matinhos","-25.8178","-48.5428","Brazil","BR","BRA","Paraná","minor","39259","1076832060"
"Visconde do Rio Branco","Visconde do Rio Branco","-21.0103","-42.8406","Brazil","BR","BRA","Minas Gerais","minor","39160","1076854756"
"Mineiros","Mineiros","-17.5689","-52.5508","Brazil","BR","BRA","Goiás","minor","39024","1076000916"
"Várzea Alegre","Varzea Alegre","-6.7889","-39.2958","Brazil","BR","BRA","Ceará","minor","38984","1076418638"
"São Raimundo Nonato","Sao Raimundo Nonato","-9.0150","-42.6989","Brazil","BR","BRA","Piauí","minor","38934","1076608833"
"Brumadinho","Brumadinho","-20.1428","-44.2000","Brazil","BR","BRA","Minas Gerais","minor","38915","1076272564"
"São Mateus do Maranhão","Sao Mateus do Maranhao","-4.0400","-44.4700","Brazil","BR","BRA","Maranhão","minor","38829","1076550429"
"Santa Helena de Goiás","Santa Helena de Goias","-17.8136","-50.5969","Brazil","BR","BRA","Goiás","minor","38808","1076150197"
"Campina Grande do Sul","Campina Grande do Sul","-25.3056","-49.0553","Brazil","BR","BRA","Paraná","minor","38769","1076807751"
"São Francisco do Conde","Sao Francisco do Conde","-12.6278","-38.6800","Brazil","BR","BRA","Bahia","minor","38733","1076969118"
"Penalva","Penalva","-3.2942","-45.1736","Brazil","BR","BRA","Maranhão","minor","38731","1076744863"
"Ouro Branco","Ouro Branco","-20.5208","-43.6919","Brazil","BR","BRA","Minas Gerais","minor","38724","1076485763"
"Santa Maria da Vitória","Santa Maria da Vitoria","-13.3978","-44.1978","Brazil","BR","BRA","Bahia","minor","38604","1076607443"
"Rosário","Rosario","-2.9339","-44.2350","Brazil","BR","BRA","Maranhão","minor","38475","1076804900"
"Itaitinga","Itaitinga","-3.9694","-38.5281","Brazil","BR","BRA","Ceará","minor","38325","1076730632"
"Novo Horizonte","Novo Horizonte","-21.4678","-49.2208","Brazil","BR","BRA","São Paulo","minor","38324","1076842025"
"Iturama","Iturama","-19.7278","-50.1958","Brazil","BR","BRA","Minas Gerais","minor","38295","1076049375"
"Pitangueiras","Pitangueiras","-21.0094","-48.2217","Brazil","BR","BRA","São Paulo","minor","38211","1076000181"
"Américo Brasiliense","Americo Brasiliense","-21.7361","-48.1114","Brazil","BR","BRA","São Paulo","minor","38202","1076027153"
"Oeiras","Oeiras","-7.0250","-42.1308","Brazil","BR","BRA","Piauí","minor","38161","1076220246"
"Matozinhos","Matozinhos","-19.5578","-44.0814","Brazil","BR","BRA","Minas Gerais","minor","38151","1076626899"
"Brejo da Madre de Deus","Brejo da Madre de Deus","-8.1458","-36.3708","Brazil","BR","BRA","Pernambuco","minor","38109","1076440699"
"Entre Rios","Entre Rios","-11.9419","-38.0839","Brazil","BR","BRA","Bahia","minor","38098","1076914935"
"Guajará-Mirim","Guajara-Mirim","-10.7828","-65.3394","Brazil","BR","BRA","Rondônia","minor","38045","1076692558"
"Portel","Portel","-1.9358","-50.8208","Brazil","BR","BRA","Pará","minor","38043","1076977846"
"Livramento de Nossa Senhora","Livramento de Nossa Senhora","-13.6428","-41.8408","Brazil","BR","BRA","Bahia","minor","38025","1076781145"
"Itabirito","Itabirito","-20.2528","-43.8008","Brazil","BR","BRA","Minas Gerais","minor","37901","1076709831"
"Pedro II","Pedro II","-4.4338","-41.4534","Brazil","BR","BRA","Piauí","minor","37894","1076812228"
"Mateus Leme","Mateus Leme","-19.9858","-44.4278","Brazil","BR","BRA","Minas Gerais","minor","37841","1076446394"
"Santaluz","Santaluz","-11.2558","-39.3750","Brazil","BR","BRA","Bahia","minor","37834","1076830828"
"Pentecoste","Pentecoste","-3.7928","-39.2700","Brazil","BR","BRA","Ceará","minor","37813","1076355140"
"Afuá","Afua","-0.1569","-50.3869","Brazil","BR","BRA","Pará","minor","37765","1076124321"
"Mombaça","Mombaca","-5.7428","-39.6278","Brazil","BR","BRA","Ceará","minor","37735","1076957950"
"Jacundá","Jacunda","-4.4508","-49.1158","Brazil","BR","BRA","Pará","minor","37707","1076998765"
"Rio Negrinho","Rio Negrinho","-26.2539","-49.5178","Brazil","BR","BRA","Santa Catarina","minor","37707","1076110694"
"Custódia","Custodia","-8.0875","-37.6431","Brazil","BR","BRA","Pernambuco","minor","37699","1076621453"
"Massapê","Massape","-3.5228","-40.3428","Brazil","BR","BRA","Ceará","minor","37697","1076000173"
"Machado","Machado","-21.6750","-45.9200","Brazil","BR","BRA","Minas Gerais","minor","37684","1076495117"
"Tietê","Tiete","-23.1019","-47.7150","Brazil","BR","BRA","São Paulo","minor","37663","1076154000"
"Benjamin Constant","Benjamin Constant","-4.3755","-70.0318","Brazil","BR","BRA","Amazonas","minor","37648","1076933556"
"Bom Jardim","Bom Jardim","-7.7958","-35.5869","Brazil","BR","BRA","Pernambuco","minor","37629","1076905890"
"Jeremoabo","Jeremoabo","-10.0669","-38.3500","Brazil","BR","BRA","Bahia","minor","37626","1076509996"
"Rio Brilhante","Rio Brilhante","-21.8019","-54.5458","Brazil","BR","BRA","Mato Grosso do Sul","minor","37601","1076414627"
"Barra de São Francisco","Barra de Sao Francisco","-18.7550","-40.8908","Brazil","BR","BRA","Espírito Santo","minor","37597","1076442914"
"Sirinhaém","Sirinhaem","-8.5908","-35.1158","Brazil","BR","BRA","Pernambuco","minor","37596","1076674219"
"Rio Branco do Sul","Rio Branco do Sul","-25.1900","-49.3139","Brazil","BR","BRA","Paraná","minor","37558","1076759925"
"Atalaia","Atalaia","-9.5019","-36.0228","Brazil","BR","BRA","Alagoas","minor","37512","1076630141"
"Turiaçu","Turiacu","-1.6628","-45.3719","Brazil","BR","BRA","Maranhão","minor","37491","1076381653"
"Itaqui","Itaqui","-29.1253","-56.5531","Brazil","BR","BRA","Rio Grande do Sul","minor","37489","1076882439"
"Bonito","Bonito","-8.4700","-35.7289","Brazil","BR","BRA","Pernambuco","minor","37474","1076501019"
"Cansanção","Cansancao","-10.6708","-39.4978","Brazil","BR","BRA","Bahia","minor","37439","1076743191"
"Porteirinha","Porteirinha","-15.7428","-43.0278","Brazil","BR","BRA","Minas Gerais","minor","37438","1076606467"
"Agudos","Agudos","-22.4739","-48.9836","Brazil","BR","BRA","São Paulo","minor","37401","1076000779"
"Santa Cruz","Santa Cruz","-6.2289","-36.0228","Brazil","BR","BRA","Rio Grande do Norte","minor","37313","1076706078"
"São Manuel","Sao Manuel","-22.7308","-48.5708","Brazil","BR","BRA","São Paulo","minor","37289","1076604538"
"São Caitano","Sao Caitano","-8.3258","-36.1428","Brazil","BR","BRA","Pernambuco","minor","37126","1076560936"
"Pedreiras","Pedreiras","-4.5739","-44.5969","Brazil","BR","BRA","Maranhão","","37050","1076527878"
"Santana","Santana","-3.1439","-44.3258","Brazil","BR","BRA","Maranhão","minor","37035","1076174477"
"Santo Antônio","Santo Antonio","-29.8178","-50.5200","Brazil","BR","BRA","Rio Grande do Sul","minor","37035","1076978577"
"Dom Pedrito","Dom Pedrito","-30.9828","-54.6728","Brazil","BR","BRA","Rio Grande do Sul","minor","36981","1076917608"
"Campos Novos","Campos Novos","-27.4019","-51.2250","Brazil","BR","BRA","Santa Catarina","minor","36932","1076882483"
"Sarzedo","Sarzedo","-20.0350","-44.1450","Brazil","BR","BRA","Minas Gerais","minor","36844","1076922080"
"Missão Velha","Missao Velha","-7.2500","-39.1428","Brazil","BR","BRA","Ceará","minor","36822","1076844582"
"Ipueiras","Ipueiras","-4.5419","-40.7189","Brazil","BR","BRA","Ceará","minor","36798","1076672763"
"São Fidélis","Sao Fidelis","-21.6458","-41.7469","Brazil","BR","BRA","Rio de Janeiro","minor","36789","1076411461"
"Mandaguari","Mandaguari","-23.5225","-51.6788","Brazil","BR","BRA","Paraná","minor","36716","1076000964"
"José Bonifácio","Jose Bonifacio","-21.0528","-49.6878","Brazil","BR","BRA","São Paulo","minor","36633","1076809600"
"Rosário do Sul","Rosario do Sul","-30.2578","-54.9139","Brazil","BR","BRA","Rio Grande do Sul","minor","36630","1076900712"
"São João da Barra","Sao Joao da Barra","-21.6400","-41.0508","Brazil","BR","BRA","Rio de Janeiro","minor","36573","1076887451"
"São Mateus do Sul","Sao Mateus do Sul","-25.8739","-50.3828","Brazil","BR","BRA","Paraná","minor","36569","1076883402"
"Barra do Choça","Barra do Choca","-14.8808","-40.5789","Brazil","BR","BRA","Bahia","minor","36539","1076410831"
"Barra Bonita","Barra Bonita","-22.4947","-48.5581","Brazil","BR","BRA","São Paulo","minor","36321","1076780548"
"Tuntum","Tuntum","-5.2578","-44.6489","Brazil","BR","BRA","Maranhão","minor","36251","1076818343"
"Aparecida","Aparecida","-22.8469","-45.2297","Brazil","BR","BRA","São Paulo","minor","36185","1076806368"
"Osório","Osorio","-29.8869","-50.2700","Brazil","BR","BRA","Rio Grande do Sul","minor","36131","1076367566"
"Girau do Ponciano","Girau do Ponciano","-9.8839","-36.8289","Brazil","BR","BRA","Alagoas","minor","36102","1076704674"
"Piuí","Piui","-20.4650","-45.9578","Brazil","BR","BRA","Minas Gerais","minor","36062","1076338261"
"Maragogipe","Maragogipe","-12.7778","-38.9189","Brazil","BR","BRA","Bahia","minor","35859","1076474180"
"Colinas","Colinas","-6.0258","-44.2489","Brazil","BR","BRA","Maranhão","minor","35803","1076657010"
"Igarapé-Açu","Igarape-Acu","-1.1269","-47.6178","Brazil","BR","BRA","Pará","minor","35797","1076684764"
"Aliança","Alianca","-7.6028","-35.2308","Brazil","BR","BRA","Pernambuco","minor","35741","1076773543"
"Imbituba","Imbituba","-28.2400","-48.6700","Brazil","BR","BRA","Santa Catarina","minor","35700","1076391605"
"Iporá","Ipora","-16.4419","-51.1178","Brazil","BR","BRA","Goiás","minor","35684","1076392298"
"São Gonçalo do Amarante","Sao Goncalo do Amarante","-3.6058","-38.9689","Brazil","BR","BRA","Ceará","minor","35608","1076511240"
"Bariri","Bariri","-22.0744","-48.7403","Brazil","BR","BRA","São Paulo","minor","35558","1076167446"
"Bôca do Acre","Boca do Acre","-8.7519","-67.3978","Brazil","BR","BRA","Amazonas","minor","35447","1076558816"
"Feijó","Feijo","-8.1639","-70.3539","Brazil","BR","BRA","Acre","minor","35426","1076695082"
"Camamu","Camamu","-13.9450","-39.1039","Brazil","BR","BRA","Bahia","minor","35382","1076215451"
"Pilar","Pilar","-9.5972","-35.9567","Brazil","BR","BRA","Alagoas","minor","35370","1076033888"
"Rio Real","Rio Real","-11.4833","-37.9344","Brazil","BR","BRA","Bahia","minor","35362","1076770840"
"Pilão Arcado","Pilao Arcado","-10.0018","-42.4830","Brazil","BR","BRA","Bahia","","35357","1076876998"
"Conceição de Jacuípe","Conceicao de Jacuipe","-12.3269","-38.7650","Brazil","BR","BRA","Bahia","minor","35308","1076309231"
"Barra do Bugres","Barra do Bugres","-15.0725","-57.1811","Brazil","BR","BRA","Mato Grosso","minor","35307","1076717726"
"Baturité","Baturite","-4.3289","-38.8850","Brazil","BR","BRA","Ceará","minor","35218","1076144455"
"Bom Jesus do Itabapoana","Bom Jesus do Itabapoana","-21.1339","-41.6797","Brazil","BR","BRA","Rio de Janeiro","minor","35173","1076034658"
"Jaguariaíva","Jaguariaiva","-24.2508","-49.7058","Brazil","BR","BRA","Paraná","minor","35141","1076322206"
"Adamantina","Adamantina","-21.6847","-51.0733","Brazil","BR","BRA","São Paulo","minor","35111","1076252044"
"Confresa","Confresa","-10.6439","-51.5689","Brazil","BR","BRA","Mato Grosso","minor","35075","1076002744"
"Ouro Preto d’Oeste","Ouro Preto d'Oeste","-10.7481","-62.2158","Brazil","BR","BRA","Rondônia","minor","35044","1076571637"
"Charqueadas","Charqueadas","-29.9550","-51.6250","Brazil","BR","BRA","Rio Grande do Sul","minor","35012","1076933382"
"Palotina","Palotina","-24.2839","-53.8400","Brazil","BR","BRA","Paraná","minor","35011","1076516410"
"Prado","Prado","-17.3408","-39.2208","Brazil","BR","BRA","Bahia","minor","35003","1076433537"
"Padre Bernardo","Padre Bernardo","-15.1600","-48.2839","Brazil","BR","BRA","Goiás","minor","34967","1076653841"
"Niquelândia","Niquelandia","-14.4739","-48.4600","Brazil","BR","BRA","Goiás","minor","34964","1076682103"
"També","Tambe","-7.4100","-35.1128","Brazil","BR","BRA","Pernambuco","minor","34935","1076207007"
"Ilhabela","Ilhabela","-23.7778","-45.3578","Brazil","BR","BRA","São Paulo","minor","34934","1076323267"
"Posse","Posse","-14.0928","-46.3689","Brazil","BR","BRA","Goiás","minor","34914","1076046646"
"Juara","Juara","-11.2550","-57.5200","Brazil","BR","BRA","Mato Grosso","minor","34906","1076002851"
"Aguaí","Aguai","-22.0603","-46.9736","Brazil","BR","BRA","São Paulo","minor","34863","1076299565"
"São José do Belmonte","Sao Jose do Belmonte","-7.8608","-38.7600","Brazil","BR","BRA","Pernambuco","minor","34843","1076639958"
"Santa Fé do Sul","Santa Fe do Sul","-20.2108","-50.9258","Brazil","BR","BRA","São Paulo","minor","34794","1076177037"
"São Luís Gonzaga","Sao Luis Gonzaga","-28.4078","-54.9608","Brazil","BR","BRA","Rio Grande do Sul","minor","34752","1076320357"
"Rio Pardo","Rio Pardo","-29.9900","-52.3778","Brazil","BR","BRA","Rio Grande do Sul","minor","34654","1076675236"
"Guaíra","Guaira","-20.3178","-48.3108","Brazil","BR","BRA","São Paulo","minor","34610","1076361005"
"Bodocó","Bodoco","-7.7778","-39.9408","Brazil","BR","BRA","Pernambuco","minor","34478","1076358937"
"Bela Vista de Goiás","Bela Vista de Goias","-16.9728","-48.9528","Brazil","BR","BRA","Goiás","minor","34445","1076686680"
"Itaporanga d’Ajuda","Itaporanga d'Ajuda","-10.9978","-37.3108","Brazil","BR","BRA","Sergipe","minor","34411","1076537619"
"São Joaquim de Bicas","Sao Joaquim de Bicas","-20.0489","-44.2739","Brazil","BR","BRA","Minas Gerais","minor","34348","1076293816"
"Garibaldi","Garibaldi","-29.2558","-51.5339","Brazil","BR","BRA","Rio Grande do Sul","minor","34335","1076481816"
"Araçuaí","Aracuai","-16.8500","-42.0700","Brazil","BR","BRA","Minas Gerais","minor","34297","1076501078"
"São Pedro","Sao Pedro","-22.5486","-47.9139","Brazil","BR","BRA","São Paulo","minor","34284","1076401713"
"Almeirim","Almeirim","-1.5228","-52.5819","Brazil","BR","BRA","Pará","minor","34280","1076655786"
"Nova Cruz","Nova Cruz","-6.4778","-35.4339","Brazil","BR","BRA","Rio Grande do Norte","minor","34269","1076169350"
"São Desidério","Sao Desiderio","-12.3633","-44.9733","Brazil","BR","BRA","Bahia","minor","34266","1076278126"
"Colinas do Tocantins","Colinas do Tocantins","-8.0589","-48.4750","Brazil","BR","BRA","Tocantins","minor","34233","1076519835"
"São Sebastião","Sao Sebastiao","-9.9336","-36.5542","Brazil","BR","BRA","Alagoas","minor","34211","1076306142"
"Curaçá","Curaca","-8.9919","-39.9078","Brazil","BR","BRA","Bahia","minor","34180","1076762736"
"Apodi","Apodi","-5.6639","-37.7989","Brazil","BR","BRA","Rio Grande do Norte","minor","34174","1076092856"
"Brejo","Brejo","-3.6839","-42.7500","Brazil","BR","BRA","Maranhão","minor","34120","1076010144"
"Cristalina","Cristalina","-16.7689","-47.6139","Brazil","BR","BRA","Goiás","minor","34116","1076014539"
"Cravinhos","Cravinhos","-21.3403","-47.7294","Brazil","BR","BRA","São Paulo","minor","34110","1076465069"
"São Domingos do Maranhão","Sao Domingos do Maranhao","-5.5758","-44.3850","Brazil","BR","BRA","Maranhão","minor","34034","1076192320"
"Vassouras","Vassouras","-22.4039","-43.6628","Brazil","BR","BRA","Rio de Janeiro","minor","33976","1076049981"
"Curralinho","Curralinho","-1.8139","-49.7950","Brazil","BR","BRA","Pará","minor","33903","1076735826"
"Itiúba","Itiuba","-10.6908","-39.8528","Brazil","BR","BRA","Bahia","minor","33872","1076953529"
"Palmeira","Palmeira","-25.4289","-50.0058","Brazil","BR","BRA","Paraná","minor","33855","1076227836"
"São Luís de Montes Belos","Sao Luis de Montes Belos","-16.5250","-50.3719","Brazil","BR","BRA","Goiás","minor","33852","1076530689"
"Oeiras do Pará","Oeiras do Para","-2.0028","-49.8539","Brazil","BR","BRA","Pará","minor","33844","1076592894"
"Inhambupe","Inhambupe","-11.7839","-38.3528","Brazil","BR","BRA","Bahia","minor","33790","1076169385"
"Braço do Norte","Braco do Norte","-28.2750","-49.1658","Brazil","BR","BRA","Santa Catarina","minor","33773","1076735238"
"Várzea da Palma","Varzea da Palma","-17.5978","-44.7308","Brazil","BR","BRA","Minas Gerais","minor","33744","1076481562"
"Jaguaribe","Jaguaribe","-5.8908","-38.6219","Brazil","BR","BRA","Ceará","minor","33726","1076039425"
"Penha","Penha","-26.7689","-48.6458","Brazil","BR","BRA","Santa Catarina","minor","33663","1076551669"
"Morro do Chapéu","Morro do Chapeu","-11.5500","-41.1570","Brazil","BR","BRA","Bahia","minor","33594","1076567926"
"Pitanga","Pitanga","-24.7569","-51.7608","Brazil","BR","BRA","Paraná","minor","33567","1076485533"
"Ribeirão","Ribeirao","-8.5139","-35.3778","Brazil","BR","BRA","Pernambuco","minor","33507","1076626596"
"Fraiburgo","Fraiburgo","-27.0258","-50.9208","Brazil","BR","BRA","Santa Catarina","minor","33481","1076662614"
"Coxim","Coxim","-18.5067","-54.7600","Brazil","BR","BRA","Mato Grosso do Sul","minor","33459","1076196665"
"Poço Redondo","Poco Redondo","-9.8058","-37.6850","Brazil","BR","BRA","Sergipe","minor","33439","1076471819"
"Monteiro","Monteiro","-7.8894","-37.1200","Brazil","BR","BRA","Paraíba","minor","33433","1076669282"
"Riachão do Jacuípe","Riachao do Jacuipe","-11.8100","-39.3819","Brazil","BR","BRA","Bahia","minor","33386","1076945082"
"Iperó","Ipero","-23.3503","-47.6886","Brazil","BR","BRA","São Paulo","minor","33367","1076747973"
"Estreito","Estreito","-6.5608","-47.4508","Brazil","BR","BRA","Maranhão","minor","33294","1076867067"
"João Câmara","Joao Camara","-5.5378","-35.8200","Brazil","BR","BRA","Rio Grande do Norte","minor","33290","1076573306"
"Capim Grosso","Capim Grosso","-11.3808","-40.0128","Brazil","BR","BRA","Bahia","minor","33235","1076073401"
"Eirunepé","Eirunepe","-6.6597","-69.8744","Brazil","BR","BRA","Amazonas","minor","33170","1076884388"
"Palmeira das Missões","Palmeira das Missoes","-27.8994","-53.3136","Brazil","BR","BRA","Rio Grande do Sul","minor","33131","1076243689"
"Taiobeiras","Taiobeiras","-15.8078","-42.2328","Brazil","BR","BRA","Minas Gerais","minor","33050","1076685590"
"Touros","Touros","-5.1989","-35.4608","Brazil","BR","BRA","Rio Grande do Norte","minor","33035","1076875720"
"Osvaldo Cruz","Osvaldo Cruz","-21.7967","-50.8786","Brazil","BR","BRA","São Paulo","minor","33000","1076438430"
"Pôrto União","Porto Uniao","-26.2378","-51.0778","Brazil","BR","BRA","Santa Catarina","minor","32970","1076057988"
"Andradas","Andradas","-22.0678","-46.5689","Brazil","BR","BRA","Minas Gerais","minor","32968","1076414147"
"São Paulo de Olivença","Sao Paulo de Olivenca","-3.4500","-68.9500","Brazil","BR","BRA","Amazonas","minor","32967","1076704300"
"Itamarandiba","Itamarandiba","-17.8569","-42.8589","Brazil","BR","BRA","Minas Gerais","minor","32948","1076820842"
"Biritiba-Mirim","Biritiba-Mirim","-23.5728","-46.0389","Brazil","BR","BRA","São Paulo","minor","32936","1076510731"
"Urbano Santos","Urbano Santos","-3.2078","-43.4039","Brazil","BR","BRA","Maranhão","minor","32812","1076959663"
"Sertânia","Sertania","-8.0706","-37.2658","Brazil","BR","BRA","Pernambuco","minor","32811","1076986072"
"Igrejinha","Igrejinha","-29.5739","-50.7900","Brazil","BR","BRA","Rio Grande do Sul","minor","32808","1076637934"
"Teutônia","Teutonia","-29.4478","-51.8058","Brazil","BR","BRA","Rio Grande do Sul","minor","32797","1076130983"
"Bela Cruz","Bela Cruz","-3.0508","-40.1678","Brazil","BR","BRA","Ceará","minor","32775","1076116893"
"Ubajara","Ubajara","-3.8544","-40.9211","Brazil","BR","BRA","Ceará","minor","32767","1076215653"
"Castelo","Castelo","-20.6039","-41.1850","Brazil","BR","BRA","Espírito Santo","minor","32756","1076313406"
"Ivaiporã","Ivaipora","-24.2478","-51.6850","Brazil","BR","BRA","Paraná","minor","32720","1076889382"
"Jaguarari","Jaguarari","-10.2600","-40.1958","Brazil","BR","BRA","Bahia","minor","32703","1076470682"
"Arcos","Arcos","-20.2914","-45.5397","Brazil","BR","BRA","Minas Gerais","minor","32687","1076650376"
"São João Batista","Sao Joao Batista","-27.2758","-48.8489","Brazil","BR","BRA","Santa Catarina","minor","32687","1076000370"
"Vargem Grande Paulista","Vargem Grande Paulista","-23.6028","-47.0258","Brazil","BR","BRA","São Paulo","minor","32683","1076840914"
"Itaíba","Itaiba","-8.9478","-37.4228","Brazil","BR","BRA","Pernambuco","minor","32650","1076158935"
"Frederico Westphalen","Frederico Westphalen","-27.3589","-53.3939","Brazil","BR","BRA","Rio Grande do Sul","minor","32627","1076744210"
"Caçapava do Sul","Cacapava do Sul","-30.5119","-53.4908","Brazil","BR","BRA","Rio Grande do Sul","minor","32515","1076550820"
"Pombal","Pombal","-6.7700","-37.8019","Brazil","BR","BRA","Paraíba","minor","32473","1076681392"
"Ourilândia do Norte","Ourilandia do Norte","-6.7550","-51.0839","Brazil","BR","BRA","Pará","minor","32467","1076846265"
"Pires do Rio","Pires do Rio","-17.3008","-48.2800","Brazil","BR","BRA","Goiás","minor","32373","1076357135"
"Guararapes","Guararapes","-21.2608","-50.6428","Brazil","BR","BRA","São Paulo","minor","32346","1076646816"
"Iranduba","Iranduba","-3.2850","-60.1886","Brazil","BR","BRA","Amazonas","minor","32303","1076838918"
"Cachoeira Paulista","Cachoeira Paulista","-22.6650","-45.0094","Brazil","BR","BRA","São Paulo","minor","32294","1076563996"
"Guanhães","Guanhaes","-18.7750","-42.9328","Brazil","BR","BRA","Minas Gerais","minor","32244","1076235295"
"São Bento","Sao Bento","-6.4858","-37.4508","Brazil","BR","BRA","Paraíba","minor","32235","1076842336"
"Laranjeiras do Sul","Laranjeiras do Sul","-25.4078","-52.4158","Brazil","BR","BRA","Paraná","minor","32227","1076918166"
"Paraipaba","Paraipaba","-3.4389","-39.1478","Brazil","BR","BRA","Ceará","minor","32216","1076816341"
"Lajedo","Lajedo","-8.6639","-36.3200","Brazil","BR","BRA","Pernambuco","minor","32209","1076183844"
"Estrêla","Estrela","-29.5019","-51.9658","Brazil","BR","BRA","Rio Grande do Sul","minor","32183","1076456706"
"Gandu","Gandu","-13.7439","-39.4869","Brazil","BR","BRA","Bahia","minor","32178","1076167274"
"Ibaté","Ibate","-21.9550","-47.9969","Brazil","BR","BRA","São Paulo","minor","32178","1076395966"
"Matões","Matoes","-5.5189","-43.1989","Brazil","BR","BRA","Maranhão","minor","32174","1076560860"
"Maragogi","Maragogi","-9.0122","-35.2225","Brazil","BR","BRA","Alagoas","minor","32174","1076984582"
"Catende","Catende","-8.6669","-35.7169","Brazil","BR","BRA","Pernambuco","minor","32156","1076237989"
"Miguel Alves","Miguel Alves","-4.1658","-42.8950","Brazil","BR","BRA","Piauí","minor","32150","1076086416"
"Pojuca","Pojuca","-12.3500","-38.3333","Brazil","BR","BRA","Bahia","","32129","1076704575"
"Campo Alegre","Campo Alegre","-9.7819","-36.3508","Brazil","BR","BRA","Alagoas","minor","32106","1076386570"
"Guaíra","Guaira","-24.0800","-54.2558","Brazil","BR","BRA","Paraná","minor","32097","1076687981"
"Ouro Fino","Ouro Fino","-22.2828","-46.3689","Brazil","BR","BRA","Minas Gerais","minor","32094","1076007504"
"São Miguel Arcanjo","Sao Miguel Arcanjo","-23.8778","-47.9969","Brazil","BR","BRA","São Paulo","minor","32039","1076595585"
"Brasília de Minas","Brasilia de Minas","-16.2078","-44.4289","Brazil","BR","BRA","Minas Gerais","minor","32025","1076970617"
"Nísia Floresta","Nisia Floresta","-6.0908","-35.2089","Brazil","BR","BRA","Rio Grande do Norte","minor","31942","1076637133"
"Nerópolis","Neropolis","-16.4058","-49.2189","Brazil","BR","BRA","Goiás","minor","31932","1076444185"
"Santo Antônio do Tauá","Santo Antonio do Taua","-1.1519","-48.1294","Brazil","BR","BRA","Pará","minor","31918","1076012870"
"Araguatins","Araguatins","-5.6508","-48.1239","Brazil","BR","BRA","Tocantins","minor","31918","1076919490"
"Xaxim","Xaxim","-26.9619","-52.5350","Brazil","BR","BRA","Santa Catarina","minor","31918","1076578728"
"Palmeiras de Goiás","Palmeiras de Goias","-16.8050","-49.9258","Brazil","BR","BRA","Goiás","minor","31858","1076618499"
"Exu","Exu","-7.5133","-39.7239","Brazil","BR","BRA","Pernambuco","minor","31843","1076979284"
"São Gotardo","Sao Gotardo","-19.3111","-46.0489","Brazil","BR","BRA","Minas Gerais","minor","31819","1076795698"
"São Bento","Sao Bento","-2.6958","-44.8208","Brazil","BR","BRA","Maranhão","minor","31819","1076246119"
"Descalvado","Descalvado","-21.9039","-47.6189","Brazil","BR","BRA","São Paulo","minor","31756","1076021755"
"Pimenta Bueno","Pimenta Bueno","-11.6725","-61.1936","Brazil","BR","BRA","Rondônia","minor","31752","1076267246"
"Jaguaruana","Jaguaruana","-4.8339","-37.7808","Brazil","BR","BRA","Ceará","minor","31701","1076906413"
"Itapicuru","Itapicuru","-11.3169","-38.2328","Brazil","BR","BRA","Bahia","minor","31679","1076288432"
"Capela","Capela","-10.5028","-37.0528","Brazil","BR","BRA","Sergipe","minor","31645","1076554382"
"Morro Agudo","Morro Agudo","-20.7314","-48.0578","Brazil","BR","BRA","São Paulo","minor","31620","1076136085"
"Cururupu","Cururupu","-1.8278","-44.8678","Brazil","BR","BRA","Maranhão","minor","31558","1076284280"
"Mandaguaçu","Mandaguacu","-23.3469","-52.0950","Brazil","BR","BRA","Paraná","minor","31457","1076000965"
"Parambu","Parambu","-6.2108","-40.6939","Brazil","BR","BRA","Ceará","minor","31445","1076966523"
